0.450966835,1.267601465,0.563716946,25.53584742,29.04021222,0,21.67264611,109.3828517,32.79,35.79,18.99,9.51,1463,437.58,0.75,1.4,1711.42,1.170601915
0.412747604,1.289422383,0.57188856,25.4911889,26.27872625,0,24.33873793,87.28229879,32.71,36.14,18.36,9.61,1417,97.9,0.49,1.45,2020.15,1.592941176
0.398309029,1.249337748,0.563491431,24.76487071,29.55173217,0,39.04322939,67.09041898,33.48,35.27,18.51,9.91,1425,727.53,0.39,1.4,2348.4,2.055335157
0.378540157,1.189753556,0.571009343,16.97658517,24.22453175,0,39.18576251,60.77791736,32.86,36.7,18.22,9,1458,942.21,0.29,1.37,2511.5725,2.052729138
0.427593743,1.310647074,0.571618614,15.99317448,25.00841629,26.54369629,65.29601308,68.07024553,34.14,35.19,18.37,9.81,1514,311.7,0.89,1.42,2549.876,1.848898769
0.424309734,1.280618309,0.535021793,15.1469817,21.36439268,37.87021631,65.94608985,61.76372712,33.15,35.24,18.42,9.9,1496,818.57,0.59,1.35,2625.73,2.055403557
0.416499927,1.254476699,0.523329791,14.7865844,18.36201496,44.67534891,61.13751183,62.65079513,33.69,35.46,28.22,9.47,1437,542.25,0.28,1.55,2679.305714,2.05250342
0.542382375,1.029251081,0.537139838,14.11813206,16.23663261,50.77114409,57.25274641,73.69819056,32.87,35.81,18.67,9.51,1445,398.59,0.47,1.48,2670.045,1.781956224
0.711274702,1.115430087,0.656144731,16.43415969,16.04530868,4.090871901,44.2327797,90.18099835,34.85,34.19,18.97,9.69,1515,244.8,0.99,1.36,2617.82,1.504801642
0.657048391,1.031319311,0.558180761,15.27761721,12.809534,0,33.2427032,68.50781417,33.93,34.41,18.75,9.69,1494,739,0.69,1.32,2636.298,1.916963064
0.633950537,0.993978341,0.568898084,13.96662281,11.0701107,0,33.59024547,61.6075726,32.68,35.41,19.16,9.14,1447,349.66,0.34,1.36,2679.952727,2.131668947
0.628923636,0.993813298,0.551983712,14.58836385,12.45968924,0,36.57451827,63.96418006,32.92,35.39,19.52,8.58,1451,318.9,0.36,1.4,2706.763333,2.053132695
0.629604831,0.981723107,0.56742393,14.22887916,5.460210057,0,53.29771706,69.94778897,34.96,34.95,20.11,6.88,1460,967.91,0.46,1.44,2714.096154,1.916614227
0.641014716,0.946438252,0.54325967,17.83291242,19.47787447,42.78096649,50.66246991,72.65024995,35.56,34.19,19.69,7.98,1518,913.42,0.72,1.32,2713.125,1.847127223
0.647884913,1.000166596,0.496427747,18.64566213,23.12015243,39.93136312,46.12039707,62.0212733,33.47,36.31,19.03,7.41,1495,425.12,0.55,1.3,2725.732,1.985109439
0.645670196,0.993964414,0.529797126,18.43542132,16.70566866,29.41390946,53.95698953,59.397933,33.52,36.92,19.11,6.7,1452,870.44,0.42,1.32,2743.9325,2.063570451
0.616783555,0.944788431,0.513675694,17.87913197,15.85857187,0,34.36166775,59.19038858,35.33,35.62,18.63,7.37,1475,601.99,0.53,1.24,2760.94,2.074596443
0.613933369,0.93955501,0.508799231,17.5930392,19.81023517,0,14.93416111,63.51402565,35.71,35.55,18.1,7.94,1499,321.73,0.76,1.25,2768.806667,1.985321477
0.564117978,1.059810754,0.514065271,18.61433066,23.88443018,0,27.43306581,58.64526485,33.69,36.16,18.22,8.66,1472,362.76,0.42,1.33,2787.027368,2.130642955
0.496547372,1.3633134,0.516956935,19.51617169,32.96611584,22.88689444,46.91973858,59.5765443,35.41,35.63,17.25,9.12,1490,726.7,0.55,1.3,2803.442,2.130861833
0.486787971,1.175826731,0.541592686,18.65727808,33.22731785,8.615075275,41.22368845,56.65399961,34.59,36.84,17.45,8.22,1478,996.68,0.49,1.29,2820.566667,2.163515732
0.630815524,1.529335055,0.725662438,24.06284817,27.93814781,19.07559337,40.76606232,151.2542625,34.39,37.18,18.03,7.15,1428,226.44,0.42,1.34,2746.211818,0.810369357
0.411064712,0.997724136,0.481842339,15.70914478,18.6334487,7.859256581,32.26759846,67.30180283,35.7,35.34,18.26,8.06,1474,752.58,0.59,1.29,2744.645217,1.85374829
0.466116376,1.129952794,0.514147985,17.89485723,24.94626957,12.79935523,38.48288302,68.77494627,35.04,34.99,18.23,9.42,1503,667.51,1,1.32,2738.851667,1.782216142
0.500983815,1.213782495,0.51742627,18.83324032,26.25105934,41.16799989,50.41546952,68.90041823,33.53,36.36,18.29,8.25,1473,511.83,0.52,1.28,2745.4072,1.985458276
0.473458067,1.257071427,0.520121906,19.16370994,17.20026257,59.83530956,61.81001604,84.42254481,33.09,36.41,18.75,7.06,1382,672.17,0.31,1.45,2732.389231,1.646333789
0.494732353,1.319472426,0.644153033,21.5489614,25.55147059,16.08455882,8.806066176,173.5294118,34.49,35.5,18.09,8.12,1392,152.09,0.54,1.7,2671.485926,0.744186047
0.683383999,1.60801212,0.864135684,27.39287179,40.09476946,0,10.29137051,213.2312739,35.75,34.95,18.03,8.95,1394,122.66,1.01,1.63,2607.43,0.600492476
0.559032004,1.300248459,0.7072607,13.50480664,37.68352474,0,1.586290628,122.07339,35.22,35.43,18.46,8.67,1455,700.86,1.4,1.42,2569.494138,1.030978112
0.436941311,1.017488037,0.533386835,0,29.47962061,0,13.86895098,65.79509527,33.63,36.67,18.79,7.9,1505,527.4,0.88,1.41,2577.468333,1.921149111
0.467251886,1.079466737,0.572495882,0,31.63003972,0,19.18697379,71.77143558,33.69,37.35,18.25,7.49,1466,807.16,0.55,1.59,2578.462258,1.784049248
0.568845928,1.31764572,0.682198702,0,31.94993958,0,9.258860728,153.9556674,36.12,35.27,18.14,8.11,1493,932.31,1.2,,1208.14,0.826361149
0.55093382,1.012748464,0.557208997,0,26.40992344,0,11.31802647,72.01982138,36.38,34.45,18.36,8.49,1514,1167.29,0.95,1.44,1859.28,1.717113543
0.649537779,0.341169782,0.599344521,0,29.86698175,24.45154,21.16710975,84.77159026,34.78,34.7,18.93,8.84,1517,705.77,1.03,1.39,1950.45,1.458816689
0.654039855,1.097876923,0.581712922,0,34.17059458,44.18565281,25.97232494,84.11223281,32.92,36.17,19.09,8.24,1486,359.81,0.75,1.49,2023.9925,1.535307798
0.652256962,1.097099858,0.56714886,0,32.57038687,57.09945311,36.01822969,83.61353048,33.7,36.32,19.09,7.58,1478,1514.58,0.67,1.43,2112.894,1.688440492
0.588983795,0.861608475,0.485747411,0,31.48320896,50.34648188,36.008129,65.09061834,32.45,37.38,18.63,8.48,1472,806.47,0.58,1.44,2261.011667,2.053077975
0.673450093,0.956436059,0.562314207,0,23.10291717,69.78000506,49.54522118,78.46562914,33.43,37.01,17.98,7.64,1437,226.44,0.26,1.53,2310.875714,1.785266758
0.605674908,0.820975589,0.566993242,1.696355042,10.8942519,62.63271599,59.69496095,90.47768525,35.68,35.13,18.2,7.74,1423,0,0.29,1.5,2292.80125,1.481723666
1.333654797,1.867275397,1.324054188,0,30.23711116,0,2.797476615,426.3650207,36.26,35.08,18.32,7.72,1422,0,0.97,1.6,2089.123333,0.314432285
,1.003943875,0.67422455,0,15.65126306,0,0.90253587,120.8253149,36.16,34.32,18.76,8.49,1483,367.96,1.48,1.52,2044.415,1.123146375
0.689122333,0.949940914,0.578239301,0,16.19021671,0,0.831516955,98.65448296,34.94,35.03,19.12,7.99,1483,275.2,1.25,1.35,2032.064545,1.305444596
0.70046908,0.97165409,0.618421347,0,22.00444626,0,0.627920693,85.2955855,33.74,36.33,18.74,7.92,1454,188.7,0.46,1.41,2046.400833,1.507592339
0.674912033,0.926661242,0.60711525,0,20.08346375,0,0.714078711,112.2123689,34.94,35.4,18.49,8.56,1495,0,1.19,1.35,2021.700769,1.180095759
0.467803547,1.143682111,0.616884643,0,27.71685634,0,0.599236707,158.8754382,36.47,33.99,18.51,8.75,1487,0,1.31,1.38,1960.017857,0.792161423
0.532159749,1.140159749,0.585373564,0,31.64772084,0,0.793836625,138.9780581,35.76,34.97,18.15,8.71,1486,0,1.11,1.34,1917.613333,0.905574555
0.506670236,1.056591929,0.565285026,0,22.84517159,0,0.56763767,92.97685555,34.16,35.96,18.24,8.73,1449,318.64,0.87,1.3,1923.0625,1.37127223
0.53115547,1.105704356,0.582588875,0,20.09286943,0,0.778718863,90.36984339,33.96,35.56,18.6,9.01,1480,0,0.97,1.31,1932.314118,1.422941176
0.548666853,1.147090163,0.610912403,0,20.57776019,0,2.847145565,78.3121238,33.91,35.11,18.62,10.07,1507,188.7,0.82,1.33,1958.332778,1.642031464
0.623181565,1.311973144,0.627497104,0,36.55645439,0,2.283421105,83.24737137,34.34,35.3,18.35,9.26,1500,437.03,0.81,1.27,1971.593158,1.511819425
0.503643614,1.06977642,0.541143646,0,23.72813622,0,6.348436084,66.22469296,33.61,35.98,18.22,9.09,1467,114.16,0.54,1.27,2013.1425,1.916949384
0.519175503,1.100992764,0.534792736,6.867957723,24.20730981,28.62216755,34.9497996,61.37809701,34.04,35.62,18.17,9.23,1453,465.96,0.38,1.34,2061.272857,2.068317373
0.512296571,1.08114627,0.516394762,9.225380958,25.11131999,49.98250441,46.74959348,68.33572325,35.14,34.45,18.59,9.65,1497,866.88,0.88,1.35,2100.079545,1.993857729
0.540501079,1.14170542,0.511173455,9.561530277,34.73683862,46.57984667,50.24246181,67.61751028,33.71,35.61,18.45,9.55,1505,790.76,0.9,1.26,2139.944348,2.063590971
